IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,true,,,,,,,,,,,,,0,,,,,,0,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2017,true,,,,,,,,,,,,,0,,,,,,0,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2017,true,,,,,,,,,,,,,0.16,,,,,,0.16,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2017,true,,,,,,,,,,,,,0.53,,,,,,0.53,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AFR,Africa,Country,COM,Comoros,Year,2017,true,,,,,,,,,,,,,0.77,,,,,,0.77,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2017,true,,,,,,,,,,,,,0.96,,,,,,0.96,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2017,true,,,,,,,,,,,,,1.01,,,,,,1.01,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2017,true,,,,,,,,,,,,,1.43,,,,,,1.43,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2017,true,,,,,,,,,,,,,10.13,,,,,,10.13,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AMR,Americas,Country,CAN,Canada,Year,2017,true,,,,,,,,,,,,,14.5,,,,,,14.5,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2017,true,,,,,,,,,,,,,18.33,,,,,,18.33,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EUR,Europe,Country,FRA,France,Year,2017,true,,,,,,,,,,,,,22.34,,,,,,22.34,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2017,true,,,,,,,,,,,,,3.49,,,,,,3.49,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2017,true,,,,,,,,,,,,,3.96,,,,,,3.96,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2017,true,,,,,,,,,,,,,4.66,,,,,,4.66,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EUR,Europe,Country,FIN,Finland,Year,2017,true,,,,,,,,,,,,,47.7,,,,,,47.7,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2017,true,,,,,,,,,,,,,9.62,,,,,,9.62,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,,,,,,,,,,,,,0,,,,,,0,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,,,,,,,,,,,,,0,,,,,,0,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,,,,,,,,,,,,,0.014,,,,,,0.014,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,,,,,,,,,,,,,0.027,,,,,,0.027,,,EN,2019-04-25T06:00:00.000Z
MH_13,"Beds for mental health in general hospitals (per 100,000)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,,,,,,,,,,,,,0.032,,,,,,0.032,,,EN,2019-04-25T06:00:00.000Z
